"SL No.","UPC Code","Item Name","Category Name","Last Purchase Price","Last Sale Price","Company Name","Stock Quantity","Total Quantity"
1,4710962120260,"Farlin Anti Colic S Nipple 60cc","Baby Care",210,250,"Farlin Industrial Ltd",6,6
2,8850851510256,"Angel pacifier 6+","Baby Care",120,150,"Angel Yellow Care LTD",0,0
3,8850851702187,"Angel Drinking Cup","Baby Care",150,200,"Angel Yellow Care LTD",6,6
4,8850851532654,"Angel anti colic niple 120ml","Baby Care",155,195,"Angel Yellow Care LTD",0,0
5,4710962451050,"Farlin Baby Wet Wipes 35pcs ","Baby Care",122.25,163,"Farlin Industrial Ltd",4,4
6,8941100501214,"Meril Baby Strawberry Toothpaste ","Baby Care",56,70,"SQUARE TOILETRIES LIMITED",11,11
7,1403020419101,"NeoCare Baby Diaper small 10pcs","Baby Care",170,250,"Incepta Hygiene and Hospicare Ltd",9,9
8,831177120471,"Angel Feeding Bottle O1","Baby Care",120,160,"Angel Yellow Care LTD",0,0
9,1403020424105,"Neocare baby diaper 10pcs (XL)","Baby Care",316.21,400,"Incepta Hygiene and Hospicare Ltd",1,1
10,8139003002369,"Savlon Baby Wipes 60 pcs","Baby Care",126,150,"ACI Limited",12,12
11,8904009616724,"Huggies wonder pants .42pcs(S)","Baby Care",720,1120,"MultiBrands Ltd",3,3
12,8901012191354,"Jonsons baby bath milk soap 75g","Baby Care",67,77,"Jhonson and Jhonson Pvt Ltd",4,4
13,1403020412324,"Neocare Baby Diaper large 32pcs","Baby Care",742,1088,"Incepta Hygiene and Hospicare Ltd",1,1
14,8901012116562,"Johnsons Baby Powder 100g","Baby Care",75,87,"Jhonson and Jhonson Pvt Ltd",7,7
15,8850851532647,"Angel L size Anti-colic Nipple","Baby Care",161.25,215,"Angel Yellow Care LTD",3,3
16,8850851700398,"Angel Lovely Day ","Baby Care",175,210,"Angel Yellow Care LTD",6,6
17,8850851700626,"Angel baby mosqutio net","Baby Care",600,810,"Angel Yellow Care LTD",1,1
18,4710962443109,"Farlin L size Concern","Baby Care",280,338,"Angel Yellow Care LTD",6,6
19,831176010902,"Lil Angels Two Handle Spill proof cup","Baby Care",140,180,"Angel Yellow Care LTD",0,0
20,8901012111024,"jhonsons Baby Powder 100gm","Baby Care",78,87,"S M International",0,0
21,1403020424303,"Neo Care Baby Diaper 30 pcs XL","Baby Care",818,1200,"Incepta Hygiene and Hospicare Ltd",3,3
22,4801010104209,"Jhonsons Baby powder Milk-rice 100g","Baby Care",145,190,"Mela International",0,0
