"SL No.","UPC Code","Item Name","Category Name","Last Purchase Price","Last Sale Price","Company Name","Stock Quantity","Total Quantity"
1,11803088990000,"Gillette After Shave 100ml","After Shave",360,360,,0,0
2,1802112000000,"Skin Expart Men Aftershave+BW Set","After Shave",700,750,,0,0
3,11808141138000,"Tabac Aftershave 100ml","After Shave",750,800,,0,0
4,11803088980000,"Brut After Sahve 100ml","After Shave",290,300,,1,1
5,11804151014000,"Daily Fresh Gel 70gm","Air Freshener",160,200,,541,541
6,4701,"Fresh N Fresh Air-Freshner 300ml","Air Freshener",140,200,,0,0
7,"8992779139406 8992779140402 8992779136405     ","Glade Air Freshener 350ml","Air Freshener",200,250,,0,0
8,8992779145100,"Glade Air Freshener 250ml","Air Freshener",140,180,,11,11
9,11803068760000,"Natural SPA 65ml","Air Freshener",120,120,,46,46
10,11803159330000,"Glade  Gel 75ml","Air Freshener",140,200,,94,94
11,"8850175012290 8850175012276 8850175012283     ","Glade Scented Gel 200ml","Air Freshener",170,180,,0,0
12,8850175021667,"Glade Car 7ml","Air Freshener",240,500,,16,16
13,11803068740000,"Big Orange Airfreshner 320ml","Air Freshener",130,160,,221,221
14,11803159310000,"700 Car Air-Freshener ","Air Freshener",110,150,,52,52
15,8994037110011,"Oxy FW 100ml ","Air Freshener",200,240,,0,0
16,11803068720000,"Lupai/Lesiyuan  Car Air Freshener 100ml","Air Freshener",100,150,,684,684
17,11810091157000,"Abro Airfreshner 300ml","Air Freshener",90,100,,18,18
18,4056800891535,"GLADE MATIC DEVICE AUTO SET","Air Freshener",400,800,,111,111
19,"8850175018773 8850175018797 8850175018780     ","Glade Airfreshener 75ml","Air Freshener",140,200,,0,0
20,"8850175010845 8850175010821 8850175014416     ","Glade Gel 70ml","Air Freshener",90,100,,360,360
21,1802117000000,"Ambi Pur Car Air Freshener 7ml","Air Freshener",400,500,,0,0
22,11803068750000,"Top Car Paper AirFreshner 2ml","Air Freshener",25,50,,734,734
23,8850535630904,"ATM Air Freshener Refill 70gm","Air Freshener",30,35,,2502,2502
24,11803068730000,"700Car Freshner 150ml","Air Freshener",0,0,,0,0
25,8850535010812,"ATM Air Freshener Hangar 70gm","Air Freshener",38,45,,3527,3527
26,1802111800000,"Johnson Top To Toe 500ml","Baby Body Wash",350,400,,2,2
27,8850002010338,"Kodomo Baby Bath 200ml","Baby Body Wash",170,215,,0,0
28,8850002010314,"Kodomo Baby Bath 100ml","Baby Body Wash",90,115,,0,0
29,9556006012086,"Johnson Top To Toe 100ml","Baby Body Wash",88,110,,16,16
30,"8850002011892 8850002012554      ","Kodomo Shampoo 400ml","Baby Body Wash",340,350,,0,0
31,9556006000304,"Johnson Milk Bath 200ml","Baby Body Wash",160,200,,2109,2109
32,11804059720000,"Kodomo Body Wash 180ml Pump","Baby Body Wash",130,200,,510,510
33,11802268400000,"Johnson Baby Bath Active Fresh 200ml","Baby Body Wash",150,200,,0,0
34,8850002019690,"Kodomo Top-to Wash 400ml","Baby Body Wash",370,380,,0,0
35,9556006012093,"Johnson Top To Toe 200ml","Baby Body Wash",155,200,,8,8
36,8850002016958,"Kodomo Top-to Wash 200ml","Baby Body Wash",250,300,,0,0
37,8850002016934,"Kodomo Top-to Wash 100ml","Baby Body Wash",90,115,,0,0
38,8850007090281,"Johnson Milk Bath 500ml","Baby Body Wash",350,400,,1,1
39,9556006060308,"Johnson Milk Bath 100ml","Baby Body Wash",105,120,,0,0
40,8850002010352,"Kodomo Baby Bath 400ml","Baby Body Wash",340,370,,0,0
41,"8991111102719 8991111101613      ","Johnson Baby Cologne 125ml","Baby Cologne",160,180,,76,76
42,8993417502217,"B & B Cologne 120ml","Baby Cologne Spray",120,180,,57,57
43,"88531649 88530208      ","Johnson Baby Cream Milk/Pink 50ml","Baby Cream",180,190,,1,1
44,11808091123000,"Johnson Baby Cream (Pink) 50ml","Baby Cream",180,200,,312,312
45,11808091126000,"Johnson Baby Cream (Milk) 100ml","Baby Cream",300,320,,0,0
46,88530215,"Johnson Baby Cream Milk/Pink 100ml","Baby Cream",270,285,,1,1
47,11808091124000,"Johnson Baby Cream (MIlk) 50ml","Baby Cream",200,220,,0,0
48,11803068900000,"Johnson Baby Cream Milk 50ml","Baby Cream",200,200,,35,35
49,8850002907638,"Kodomo Gift Set Small","Baby Gift Set",450,500,,17,17
50,8998103001029,"Cussons Baby Set Mini","Baby Gift Set",260,300,,0,0
51,1802112300000,"Johnson Gift Set Large","Baby Gift Set",700,850,,269,269
52,11809091146000,"Johnson Gift Box Small","Baby Gift Set",430,460,,70,70
53,8850002907645,"Kodomo Gift Set Large Box","Baby Gift Set",800,880,,0,0
54,1802112400000,"Johnson Gift Set Small","Baby Gift Set",440,450,,1507,1507
55,11809091147000,"Kodomo gift box Juri","Baby Gift Set",1000,1200,,2,2
56,11804059710000,"Johnson Gift Box Large (Paper)","Baby Gift Set",750,850,,30,30
57,11803109110000,"Vipada Whitening Lotion 200ml","Baby Lotion",165,220,,1,1
58,8858989875230,"Tomato Lotion 500ml Thai","Baby Lotion",500,850,,1,1
59,"9556006060346 9556006060254      ","Johnson Baby Lotion 100ml","Baby Lotion",100,110,,4216,4216
60,1802112900000,"Johnson Baby Lotion 200ml (Pink)","Baby Lotion",200,220,,592,592
61,11802278500000,"Vaseline lotion 100ml","Baby Lotion",110,130,,1,1
62,11803089070000,"Dove Lotion 400ml","Baby Lotion",315,320,,0,0
63,11806111080000,"Mother Care Lotion 300ml","Baby Lotion",430,430,,0,0
64,11805081048000,"Jhonsons Baby lotion 100ml Pink","Baby Lotion",95,95,,0,0
65,11802258290000,"Isme Lotion 150ml","Baby Lotion",150,200,,0,0
66,11809091150000,"MISTEN BODY SERUM 150ML","Baby Lotion",280,350,,159,159
67,11802288590000,"Nivea Lotion 100ml","Baby Lotion",100,150,,840,840
68,11808091119000,"eighteen white venut Lotion 500ml","Baby Lotion",250,500,,327,327
69,9556006060353,"Johnson Baby Lotion 200ml (Milk)","Baby Lotion",200,240,,18,18
70,"8850007032274 8850007032267      ","Johnson Baby Lotion 500ml","Baby Lotion",450,550,,13,13
71,8850002019614,"Kodomo Lotion 200ml","Baby Lotion",220,245,,0,0
72,11802288640000,"Anovia Kids Sunlotion 65ml","Baby Lotion",220,250,,158,158
73,11806111081000,"Boots Baby Lotion 500ml","Baby Lotion",450,450,,0,0
74,8410207115872,"Johnson Baby Oil 300ml","Baby Oil",220,240,,0,0
75,11802258250000,"Cussons Mosquito oil 100ml","Baby Oil",250,300,,3,3
