"SL No.","UPC Code","Item Name","Category Name","Last Purchase Price","Last Sale Price","Company Name","Stock Quantity","Total Quantity"
1,11803088990000,"Gillette After Shave 100ml","After Shave",360,360,,1,1
2,1802112000000,"Skin Expart Men Aftershave+BW Set","After Shave",700,750,,0,0
3,11803088980000,"Brut After Sahve 100ml","After Shave",290,300,,1,1
4,"8992779139406 8992779140402 8992779136405     ","Glade Air Freshener 350ml","Air Freshener",200,250,,0,0
5,1802117000000,"Ambi Pur Car Air Freshener 7ml","Air Freshener",400,500,,0,0
6,11804151014000,"Daily Fresh Gel 70gm","Air Freshener",160,200,,447,447
7,"8850175012290 8850175012276 8850175012283     ","Glade Scented Gel 200ml","Air Freshener",160,180,,120,120
8,8850535630904,"ATM Air Freshener Refill 70gm","Air Freshener",28,32,,0,0
9,8850535010812,"ATM Air Freshener Hangar 70gm","Air Freshener",38,42,,253,253
10,11803159330000,"Glade  Gel 75ml","Air Freshener",140,200,,264,264
11,11803068750000,"Top Car Paper AirFreshner 2ml","Air Freshener",25,50,,5,5
12,11803159310000,"700 Car Air-Freshener ","Air Freshener",110,150,,357,357
13,4056800891535,"GLADE MATIC DEVICE AUTO SET","Air Freshener",400,800,,188,188
14,11803068730000,"700Car Freshner 150ml","Air Freshener",0,0,,0,0
15,"8850175018773 8850175018797 8850175018780     ","Glade Airfreshener 75ml","Air Freshener",140,200,,0,0
16,8992779145100,"Glade Air Freshener 250ml","Air Freshener",140,180,,1161,1161
17,"8850175010845 8850175010821 8850175014416     ","Glade Gel 70ml","Air Freshener",90,100,,1605,1605
18,8850175021667,"Glade Car 7ml","Air Freshener",240,500,,226,226
19,4701,"Fresh N Fresh Air-Freshner 300ml","Air Freshener",140,200,,0,0
20,8994037110011,"Tokyo Air Freshner 70ml","Air Freshener",50,60,,2,2
21,11803068760000,"Natural SPA 65ml","Air Freshener",120,120,,122,122
22,11803068740000,"Big Orange Airfreshner 320ml","Air Freshener",130,160,,118,118
23,11803068720000,"Lupai/Lesiyuan  Car Air Freshener 100ml","Air Freshener",100,150,,5,5
24,"8850002011892 8850002012554      ","Kodomo Shampoo 400ml","Baby Body Wash",340,350,,80,80
25,9556006060308,"Johnson Milk Bath 100ml","Baby Body Wash",90,100,,28,28
26,8850002010352,"Kodomo Baby Bath 400ml","Baby Body Wash",350,350,,53,53
27,1802111800000,"Johnson Top To Toe 500ml","Baby Body Wash",350,400,,9,9
28,8850002010338,"Kodomo Baby Bath 200ml","Baby Body Wash",170,215,,12,12
29,8850002010314,"Kodomo Baby Bath 100ml","Baby Body Wash",90,115,,243,243
30,11804059720000,"Kodomo Body Wash 180ml Pump","Baby Body Wash",130,200,,776,776
31,9556006012086,"Johnson Top To Toe 100ml","Baby Body Wash",85,110,,1537,1537
32,9556006000304,"Johnson Milk Bath 200ml","Baby Body Wash",160,200,,3299,3299
33,8850002019690,"Kodomo Top-to Wash 400ml","Baby Body Wash",350,350,,4,4
34,9556006012093,"Johnson Top To Toe 200ml","Baby Body Wash",160,200,,2193,2193
35,8850002016958,"Kodomo Top-to Wash 200ml","Baby Body Wash",170,215,,394,394
36,8850002016934,"Kodomo Top-to Wash 100ml","Baby Body Wash",90,115,,848,848
37,11802268400000,"Johnson Baby Bath Active Fresh 200ml","Baby Body Wash",150,200,,6,6
38,8850007090281,"Johnson Milk Bath 500ml","Baby Body Wash",350,400,,37,37
39,"8991111102719 8991111101613      ","Johnson Baby Cologne 125ml","Baby Cologne",160,180,,134,134
40,8993417502217,"B & B Cologne 120ml","Baby Cologne Spray",120,180,,57,57
41,88530215,"Johnson Baby Cream Milk/Pink 100ml","Baby Cream",270,285,,1,1
42,11803068900000,"Johnson Baby Cream Milk 50ml","Baby Cream",170,190,,0,0
43,"88531649 88530208      ","Johnson Baby Cream Milk/Pink 50ml","Baby Cream",180,190,,1040,1040
44,8850002907645,"Kodomo Gift Set Large Box","Baby Gift Set",700,880,,168,168
45,1802112400000,"Johnson Gift Set Small","Baby Gift Set",350,450,,946,946
46,8850002907638,"Kodomo Gift Set Small","Baby Gift Set",450,500,,106,106
47,8998103001029,"Cussons Baby Set Mini","Baby Gift Set",260,300,,2,2
48,1802112300000,"Johnson Gift Set Large","Baby Gift Set",700,850,,443,443
49,11804059710000,"Johnson Gift Box Large (Paper)","Baby Gift Set",700,850,,82,82
50,11803109110000,"Vipada Whitening Lotion 200ml","Baby Lotion",150,220,,75,75
51,11803089070000,"Dove Lotion 400ml","Baby Lotion",315,320,,1,1
52,11802288640000,"Anovia Kids Sunlotion 65ml","Baby Lotion",220,250,,0,0
53,11805081048000,"Jhonsons Baby lotion 100ml Pink","Baby Lotion",95,95,,0,0
54,8858989875230,"Tomato Lotion 500ml Thai","Baby Lotion",500,850,,90,90
55,"8850007032274 8850007032267      ","Johnson Baby Lotion 500ml","Baby Lotion",450,550,,150,150
56,1802112900000,"Johnson Baby Lotion 200ml (Pink)","Baby Lotion",200,220,,1777,1777
57,11802278500000,"Vaseline lotion 100ml","Baby Lotion",110,130,,482,482
58,11802258290000,"Isme Lotion 150ml","Baby Lotion",150,200,,149,149
59,"9556006060346 9556006060254      ","Johnson Baby Lotion 100ml","Baby Lotion",100,110,,8490,8490
60,11802288590000,"Nivea Lotion 100ml","Baby Lotion",100,150,,1000,1000
61,9556006060353,"Johnson Baby Lotion 200ml (Milk)","Baby Lotion",200,240,,2068,2068
62,8850002019614,"Kodomo Lotion 200ml","Baby Lotion",200,245,,151,151
63,8998103004495,"Cussons Baby Oil 200ml","Baby Oil",240,260,,2,2
64,8410207115872,"Johnson Baby Oil 300ml","Baby Oil",220,240,,0,0
65,8850169547210,"Cussons Baby Oil 100ml","Baby Oil",140,160,,57,57
66,8410207175852,"Johnson Baby Oil 500ml","Baby Oil",380,400,,84,84
67,11802258250000,"Cussons Mosquito oil 100ml","Baby Oil",250,300,,6,6
68,8850002006614,"Kodomo Baby Powder 200ml Extra 50ml","Baby Powder",100,120,,31,31
69,11804151012000,"Kodomo Baby Powder 180gm","Baby Powder",100,120,,15,15
70,8850007010722,"Johnson Baby Powder 400gm","Baby Powder",200,230,,41,41
71,"8850002850415 8850002851962      ","Enfant Baby Powder 500ml","Baby Powder",180,250,,0,0
72,"8993417384219 8993417384233      ","Eskulin Disney Baby Powder 150gm","Baby Powder",120,120,,363,363
73,"8850007010265 8850007010302      ","Johnson Baby Powder 200gm","Baby Powder",100,115,,6,6
74,11804121002000,"ST Zukes Baby Powder 150ml","Baby Powder",100,150,,32,32
75,8851123341035,"Baby Mild Powder 180gm","Baby Powder",120,180,,0,0
76,11804151013000,"Kodomo Baby Powder 400ml","Baby Powder",220,260,,142,142
77,8998103012308,"Cussons Baby Powder 350+150gm","Baby Powder",160,200,,3,3
78,1802113600000,"Johnson Baby Powder 100gm Pink/White","Baby Powder",60,80,,387,387
79,"8850007010241 8850007010104      ","Johnson Baby Powder 50gm","Baby Powder",36,45,,2372,2372
80,"8993417176227 8993417476266 8993417476235 8993417176234    ","B & B Kids Body Powder 150gm","Baby Powder",120,120,,278,278
81,9556006014547,"Johnson Baby Shampoo 100ml","Baby Shampoo",85,92,,141,141
82,"8993417390210 8993417390234 8993417390227     ","Eskulin Kid's Shampoo & Conditioner 200ml","Baby Shampoo",130,200,,109,109
83,"8850002012844 8850002906457 8850002012547 8850002011878    ","Kodomo Shampoo 100ml","Baby Shampoo",80,110,,126,126
84,11803089030000,"Johnson Baby Shampoo 500ml","Baby Shampoo",340,350,,0,0
85,5021464959029,"MARINA lOTION 200ML","Baby Shampoo",400,430,,128,128
86,1802114400000,"Johnson Baby Shampoo 50ml","Baby Shampoo",42,46,,22,22
87,8998183425005,"Kids Shampoo 500ml","Baby Shampoo",150,160,,16,16
88,"8998866105279 8998866106030      ","Kodomo Shampoo 200ml (IN)","Baby Shampoo",140,220,,3428,3428
89,1802114500000,"Mother Care Top/Bath/Sh 500ml UK","Baby Shampoo",430,460,,0,0
90,9556006000250,"Johnson Baby Shampoo 200ml","Baby Shampoo",140,170,,1147,1147
91,"4801010560500 4801010562108 4801010561309     ","Johnson Baby Soap 100gm","Baby Soap",42,50,,1591,1591
92,1802114800000,"Kodomo Baby Soap 75ml","Baby Soap",45,55,,496,496
93,"8850007020462 8850007020257      ","Johnson Baby Soap 75gm","Baby Soap",40,45,,42,42
94,8850007020271,"Johnson Baby Soap 150gm","Baby Soap",62,65,,0,0
95,8850006922729,"Colgate Baby Brush","Baby Toothbrush",30,40,,720,720
96,8998866102605,"Kodomo Brush+Paste 2 in 1","Baby Toothbrush",70,120,,1268,1268
97,11803068790000,"Baby Toothbrush 024","Baby Toothbrush",62,80,,79,79
98,11803068770000,"Baby Toothbrush A 09,A013,A08,A02","Baby Toothbrush",26.67,30,,3724,3724
99,8998866105354,"Kodomo Brush+Paste+Kids 3 in 1","Baby Toothbrush",100,150,,443,443
100,11803068800000,"Baby Toothbrush 9036","Baby Toothbrush",0,0,,0,0
101,1802114900000,"Kodomo Brush","Baby Toothbrush",25,40,,1768,1768
102,11803068780000,"Baby Toothbrush 8606","Baby Toothbrush",0,0,,0,0
103,11803229560000,"Baby Brush twin 024","Baby Toothbrush",0,0,,0,0
104,"8998103001586 8998103001579 8998103001593     ","Cussons Kids Toothpaste 45gm","Baby Toothpaste",50,60,,212,212
105,8853976005928,"Yoko Herbal Paste 40g","Baby Toothpaste",80,90,,24,24
106,11804151023000,"Colgate Baby Toothpaste 40ml ","Baby Toothpaste",55,80,,24,24
107,"8999999705985 8999999707743      ","Pepsodent Junior Paste 50gm","Baby Toothpaste",55,70,,9449,9449
108,1802115300000,"Kodomo Baby Paste 45gm Mix","Baby Toothpaste",50,60,,7784,7784
109,5029053563732,"HUGGIES BABY WIPES 72'S","Baby Wipes",140,160,,290,290
110,3574661265551,"Johnson Baby Wipes","Baby Wipes",120,140,,0,0
111,"5060120166746 5060120166685 5012251010634     ","XBC Facial Wips","Baby Wipes",150,220,,57,57
112,4015400622413,"PEMPERS BABY WIPS 56'S","Baby Wipes",140,160,,252,252
113,8852232202538,"Thai Cotton Wips","Baby Wipes",20,25,,444,444
114,8992772064286,"Soffel mosqoito spray 80g","Baygon Spray",200,220,,40,40
